Type,BHK,Bathroom,Furnishing,Locality,Parking,Status,Transaction,Total_sqft,Price (in Lakhs)
Apartment,3,2,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector D",2,Ready_to_move,Resale,15500,"235.00
%%"
Apartment,3,2,Semi-Furnished,Vasant Kunj Sector A,2,Ready_to_move,Resale,20833,"250.00
%%"
Apartment,1,2,Unfurnished,"E2 Vasant Kunj, Vasant Kunj",2,Ready_to_move,New_Property,20833,"70.00
%%"
Apartment,2,2,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",1,Ready_to_move,Resale,20833,"175.00
%%"
Apartment,3,2,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",1,Ready_to_move,Resale,20833,"250.00
%%"
Apartment,4,4,Unfurnished,Vasant Kunj Sector C,1,Ready_to_move,New_Property,20833,"290.00
%%"
Apartment,3,3,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",1,Ready_to_move,Resale,20833,"219.00
%%"
Apartment,1,2,Furnished,Vasant Kunj Sector D,1,Ready_to_move,Resale,20833,"75.00
%%"
Apartment,4,3,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector C",2,Ready_to_move,Resale,10681,"235.00
%%"
Apartment,2,2,Semi-Furnished,Vasant Kunj Sector C,2,Ready_to_move,Resale,21818,"240.00
%%"
Builder_Floor,3,2,Semi-Furnished,Vasant Kunj,2,Ready_to_move,Resale,21818,"310.00
%%"
Apartment,2,2,Semi-Furnished,Vasant Kunj,3,Ready_to_move,Resale,21818,"165.00
%%"
Builder_Floor,2,2,Furnished,"Kishangarh, Vasant Kunj",1,Ready_to_move,Resale,21818,"50.00
%%"
Apartment,3,2,Furnished,"DDA Pocket 1, Vasant Kunj Sector D",1,Ready_to_move,New_Property,21818,"240.00
%%"
Apartment,2,2,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",1,Ready_to_move,Resale,14358,"170.00
%%"
Apartment,4,2,Furnished,Vasant Kunj Sector B,1,Ready_to_move,New_Property,14358,"400.00
%%"
Builder_Floor,4,4,Semi-Furnished,Vasant Kunj,5,Ready_to_move,New_Property,14358,"225.00
%%"
Builder_Floor,3,3,Furnished,Vasant Kunj,2,Ready_to_move,Resale,14358,"200.00
%%"
Apartment,5,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,28797,"1350.00
%%"
Apartment,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,6667,"50.00
%%"
Apartment,4,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,23840,"930.00
%%"
Apartment,3,2,Furnished,"Uttam Nagar Floors, Uttam Nagar",1,Ready_to_move,New_Property,4600,"43.70
%%"
Apartment,3,2,Unfurnished,"Virat Residency, Dwarka Mor",1,Ready_to_move,New_Property,4620,"46.20
%%"
Apartment,2,1,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",1,Ready_to_move,New_Property,2235,"19.00
%%"
Apartment,4,4,Semi-Furnished,"Find Homes, Greater Kailash 2",1,Ready_to_move,New_Property,2235,"700.00
%%"
Apartment,3,2,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1,Ready_to_move,New_Property,3800,"51.30
%%"
Apartment,2,2,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1,Ready_to_move,New_Property,5000,"30.00
%%"
Apartment,4,4,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1,Ready_to_move,New_Property,4247,"58.90
%%"
Apartment,2,2,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1,Ready_to_move,New_Property,6111,"33.00
%%"
Apartment,2,2,Furnished,"Godrej South Estate, Okhla",1,Ready_to_move,New_Property,25512,"249.00
%%"
Apartment,3,2,Unfurnished,"The Elite Spire, Dwarka Sector 21",1,Ready_to_move,New_Property,3524,"37.00
%%"
Builder_Floor,4,3,Semi-Furnished,"APL Builder Floor, Greater Kailash 1",1,Ready_to_move,New_Property,22222,"600.00
%%"
Apartment,3,2,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1,Ready_to_move,Resale,22222,"174.00
%%"
Builder_Floor,5,5,Furnished,Janakpuri Block A3,1,Almost_ready,New_Property,22222,"510.00
%%"
Builder_Floor,5,6,Unfurnished,Greater Kailash 2,4,Almost_ready,New_Property,22222,"1700.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,Almost_ready,New_Property,22222,"55.10
%%"
Apartment,3,3,Furnished,"The Amaryllis, Karol Bagh",2,Almost_ready,Resale,22222,"250.00
%%"
Apartment,3,3,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,24718,"570.00
%%"
Apartment,2,2,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",1,Almost_ready,New_Property,24718,"29.40
%%"
Apartment,3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1,Ready_to_move,Resale,24718,"155.00
%%"
Apartment,3,2,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1,Ready_to_move,Resale,24718,"172.00
%%"
Builder_Floor,4,3,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",2,Ready_to_move,Resale,30556,"550.00
%%"
Apartment,2,2,Semi-Furnished,Vasant Kunj,1,Ready_to_move,Resale,30556,"150.00
%%"
Builder_Floor,4,4,Semi-Furnished,Greater Kailash 1,2,Almost_ready,New_Property,30556,"510.00
%%"
Builder_Floor,4,3,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,30556,"130.00
%%"
Builder_Floor,3,3,Semi-Furnished,Greater Kailash 1,1,Ready_to_move,New_Property,18750,"300.00
%%"
Builder_Floor,2,2,Semi-Furnished,"Khanpur, Madangir",1,Ready_to_move,New_Property,18750,"24.00
%%"
Builder_Floor,4,3,Unfurnished,"Batla House, Okhla",1,Ready_to_move,New_Property,18750,"55.00
%%"
,2,2,,"Gandhi Nagar, Shahdara",,Ready_to_move,Resale,58000,"29.00
%%"
,5,2,,"Gandhi Nagar, Shahdara",,Ready_to_move,Resale,58000,"170.00
%%"
,3,3,,"Gandhi Nagar, Shahdara",,Ready_to_move,Resale,18519,"250.00
%%"
,3,2,,"Gandhi Nagar, Shahdara",,Ready_to_move,Resale,4444,"100.00
%%"
Apartment,2,1,Semi-Furnished,"DDA Flats Mansarovar Park, Seelampur, Shahdara",,Ready_to_move,Resale,4444,"75.00
%%"
Apartment,3,1,Semi-Furnished,"Seelampur, Shahdara",,Ready_to_move,Resale,7143,"36.00
%%"
Apartment,3,2,Semi-Furnished,"Shanti Mohalla, Shahdara",,Ready_to_move,New_Property,7143,"350.00
%%"
Apartment,2,1,Unfurnished,"Seelampur, Shahdara",,Ready_to_move,Resale,13333,"60.00
%%"
Builder_Floor,4,2,Furnished,"Rajgarh Colony, Shahdara",,Ready_to_move,Resale,9722,"175.00
%%"
Builder_Floor,4,3,Furnished,"Kanti Nagar East, Shahdara",,Ready_to_move,Resale,19444,"350.00
%%"
Builder_Floor,5,2,Furnished,"Raghubarpura, Shahdara",,Ready_to_move,Resale,6667,"102.00
%%"
Apartment,4,4,Unfurnished,Vasant Kunj Sector C,1,Ready_to_move,New_Property,6667,"290.00
%%"
Builder_Floor,4,3,Semi-Furnished,"Sukhdev Vihar, Okhla",1,Ready_to_move,Resale,6667,"410.00
%%"
Builder_Floor,3,2,Furnished,Geeta Colony,1,Ready_to_move,Resale,6667,"60.00
%%"
Apartment,2,1,Furnished,Krishna Nagar Block A,1,Ready_to_move,New_Property,6667,"25.00
%%"
Builder_Floor,1,1,Unfurnished,Geeta Colony,1,Ready_to_move,Resale,6667,"22.00
%%"
Apartment,2,2,Furnished,"Taj Enclave, Khairatabad",1,Ready_to_move,New_Property,6667,"215.00
%%"
Apartment,4,1,Furnished,"Shastri Park, Shahdara",1,Ready_to_move,Resale,6667,"150.00
%%"
Apartment,5,6,Furnished,Geeta Colony,1,Ready_to_move,Resale,6667,"289.00
%%"
Builder_Floor,3,2,Unfurnished,Geeta Colony,1,Ready_to_move,Resale,6667,"55.00
%%"
Apartment,2,1,Semi-Furnished,"Shastri Park, Shahdara",1,Ready_to_move,New_Property,6667,"19.50
%%"
Apartment,2,1,Unfurnished,Geeta Colony,1,Ready_to_move,Resale,6667,"38.00
%%"
Builder_Floor,2,1,Semi-Furnished,"Sitaram Bazar, Chandni Chowk",1,Ready_to_move,New_Property,6667,"62.00
%%"
Apartment,4,3,Furnished,Shahdara,1,Almost_ready,New_Property,6667,"140.00
%%"
Apartment,2,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,6667,"75.00
%%"
Apartment,2,2,Unfurnished,Shahdara,1,Ready_to_move,Resale,6667,"26.70
%%"
Apartment,2,2,Semi-Furnished,Shahdara,1,Ready_to_move,Resale,6667,"25.00
%%"
Apartment,3,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,4040,"40.00
%%"
Builder_Floor,2,1,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,Resale,7778,"35.00
%%"
Apartment,2,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,New_Property,5000,"50.00
%%"
Builder_Floor,4,3,Semi-Furnished,Saket,2,Ready_to_move,Resale,21071,"295.00
%%"
Builder_Floor,3,2,Unfurnished,"Anupam Enclave, Saket",1,Ready_to_move,Resale,14074,"190.00
%%"
Apartment,4,3,Furnished,Saket,1,Ready_to_move,Resale,14074,"255.00
%%"
Builder_Floor,4,4,Semi-Furnished,Saket,3,Ready_to_move,New_Property,28846,"750.00
%%"
Builder_Floor,4,5,Semi-Furnished,Saket,4,Ready_to_move,New_Property,28846,"750.00
%%"
Builder_Floor,3,3,Semi-Furnished,"RWA Flats, Saket",1,Almost_ready,New_Property,28846,"340.00
%%"
Builder_Floor,4,4,Semi-Furnished,Saket,1,Ready_to_move,New_Property,28846,"475.00
%%"
Builder_Floor,4,5,Semi-Furnished,"Metrotech Builder Floors, Saket",3,Ready_to_move,New_Property,28846,"750.00
%%"
Apartment,3,3,Semi-Furnished,"Saket Court Residential Complex, Saket",2,Ready_to_move,Resale,28846,"230.00
%%"
Apartment,3,2,Semi-Furnished,"Press Enclave Society, Saket",1,Ready_to_move,Resale,28846,"240.00
%%"
Apartment,3,2,Semi-Furnished,"RWA Flats, Saket",2,Ready_to_move,Resale,28846,"215.00
%%"
Builder_Floor,3,2,Semi-Furnished,Saket,1,Ready_to_move,New_Property,28846,"285.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Project Paryavaran Complex, Saket",1,Ready_to_move,Resale,6944,"125.00
%%"
Builder_Floor,3,3,Unfurnished,Saket,1,Ready_to_move,Resale,6944,"450.00
%%"
Builder_Floor,4,3,Furnished,Saket,2,Ready_to_move,Resale,6944,"305.00
%%"
Builder_Floor,3,3,Semi-Furnished,Saket,3,Ready_to_move,Resale,6944,"225.00
%%"
Apartment,3,3,Furnished,"Press Enclave Society, Saket",1,Ready_to_move,Resale,6944,"280.00
%%"
Builder_Floor,3,4,Semi-Furnished,Saket,2,Ready_to_move,Resale,14705,"250.00
%%"
Builder_Floor,4,4,Semi-Furnished,Saket,2,Ready_to_move,Resale,14705,"337.00
%%"
Builder_Floor,3,3,Semi-Furnished,Saket,1,Ready_to_move,Resale,18000,"270.00
%%"
Builder_Floor,4,4,Semi-Furnished,Saket,2,Ready_to_move,New_Property,18000,"435.00
%%"
Builder_Floor,3,3,Semi-Furnished,"RWA Flats, Saket",2,Ready_to_move,New_Property,18000,"290.00
%%"
Builder_Floor,3,3,Semi-Furnished,Saket,2,Ready_to_move,Resale,17647,"300.00
%%"
Apartment,4,4,Semi-Furnished,Saket,2,Ready_to_move,New_Property,17647,"521.00
%%"
Builder_Floor,3,3,Unfurnished,Saket,1,Ready_to_move,New_Property,18055,"325.00
%%"
Apartment,3,2,Semi-Furnished,Saket,1,Ready_to_move,Resale,18055,"205.00
%%"
Apartment,4,3,Semi-Furnished,Saket,1,Ready_to_move,Resale,12500,"250.00
%%"
Builder_Floor,3,3,Semi-Furnished,Saket,2,Ready_to_move,Resale,12500,"300.00
%%"
Builder_Floor,4,5,Semi-Furnished,Saket,2,Ready_to_move,Resale,12500,"510.00
%%"
Builder_Floor,4,4,Semi-Furnished,Saket,1,Ready_to_move,Resale,12500,"310.00
%%"
Builder_Floor,3,3,Semi-Furnished,Safdarjung Enclave,,Ready_to_move,New_Property,,"375.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",1,Ready_to_move,New_Property,,"325.00
%%"
Builder_Floor,3,3,Semi-Furnished,Safdarjung Enclave,4,Ready_to_move,New_Property,25000,"375.00
%%"
Builder_Floor,4,4,Semi-Furnished,Safdarjung Enclave,3,Ready_to_move,New_Property,25000,"550.00
%%"
Builder_Floor,4,4,Semi-Furnished,Safdarjung Enclave,2,Ready_to_move,New_Property,25000,"875.00
%%"
Apartment,2,2,Unfurnished,Safdarjung Enclave,1,Ready_to_move,Resale,14818,"163.00
%%"
Builder_Floor,4,4,Unfurnished,Safdarjung Enclave,2,Ready_to_move,New_Property,14818,"650.00
%%"
Builder_Floor,3,3,Unfurnished,Safdarjung Enclave,1,Ready_to_move,Resale,14818,"250.00
%%"
Builder_Floor,3,3,Semi-Furnished,Safdarjung Enclave,1,Ready_to_move,New_Property,14818,"380.00
%%"
Builder_Floor,2,2,Unfurnished,Safdarjung Enclave,1,Ready_to_move,Resale,14818,"150.00
%%"
Apartment,2,1,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",1,Ready_to_move,Resale,14818,"20.00
%%"
Builder_Floor,1,1,Unfurnished,"Arjun Nagar, Safdarjung Enclave",1,Ready_to_move,Resale,14818,"30.00
%%"
Builder_Floor,2,2,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,1,Ready_to_move,Resale,14818,"85.00
%%"
Builder_Floor,4,4,Semi-Furnished,Saket,1,Ready_to_move,Resale,14818,"550.00
%%"
Builder_Floor,3,3,Semi-Furnished,Safdarjung Enclave,2,Ready_to_move,Resale,14818,"225.00
%%"
Builder_Floor,4,4,Semi-Furnished,Safdarjung Enclave,1,Ready_to_move,Resale,14818,"725.00
%%"
Apartment,6,7,Furnished,Safdarjung Enclave,1,Ready_to_move,Resale,14818,"1600.00
%%"
Builder_Floor,3,3,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,1,Ready_to_move,New_Property,14818,"125.00
%%"
Apartment,2,2,Semi-Furnished,Safdarjung Enclave,1,Ready_to_move,Resale,14818,"170.00
%%"
Builder_Floor,4,4,Unfurnished,Safdarjung Enclave,3,Ready_to_move,New_Property,14818,"825.00
%%"
Builder_Floor,4,5,Semi-Furnished,Safdarjung Enclave,2,Ready_to_move,New_Property,14818,"550.00
%%"
Builder_Floor,3,3,Semi-Furnished,Safdarjung Enclave,1,Ready_to_move,New_Property,14818,"350.00
%%"
Builder_Floor,4,4,Semi-Furnished,Safdarjung Enclave,2,Ready_to_move,Resale,14818,"425.00
%%"
Builder_Floor,2,2,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",1,Ready_to_move,Resale,14818,"47.00
%%"
Builder_Floor,4,5,Unfurnished,Safdarjung Enclave,2,Ready_to_move,Resale,14818,"525.00
%%"
Builder_Floor,4,4,Semi-Furnished,Safdarjung Enclave,3,Ready_to_move,New_Property,14818,"800.00
%%"
Builder_Floor,3,2,Unfurnished,"Arjun Nagar, Safdarjung Enclave",1,Ready_to_move,Resale,14818,"110.00
%%"
Builder_Floor,4,5,Semi-Furnished,Safdarjung Enclave,3,Ready_to_move,New_Property,14818,"740.00
%%"
Builder_Floor,3,3,Semi-Furnished,Safdarjung Enclave,1,Ready_to_move,Resale,14818,"375.00
%%"
Builder_Floor,4,4,Semi-Furnished,Safdarjung Enclave,3,Ready_to_move,New_Property,23863,"525.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Reserve Bank Enclave, Paschim Vihar",,Ready_to_move,New_Property,,"260.00
%%"
Builder_Floor,3,2,Unfurnished,Paschim Vihar,1,Ready_to_move,New_Property,,"155.00
%%"
Builder_Floor,3,3,Unfurnished,"Pushkar Enclave, Paschim Vihar",1,Ready_to_move,Resale,,"220.00
%%"
Builder_Floor,3,3,Semi-Furnished,Paschim Vihar Block B2,1,Ready_to_move,Resale,,"210.00
%%"
Builder_Floor,2,2,Semi-Furnished,"Paschimpuri, Paschim Vihar",1,Ready_to_move,Resale,,"50.00
%%"
Builder_Floor,3,3,Unfurnished,Paschim Vihar,1,Ready_to_move,Resale,,"220.00
%%"
Builder_Floor,3,2,Unfurnished,Paschim Vihar Block B4,1,Ready_to_move,Resale,14722,"265.00
%%"
Builder_Floor,2,2,Unfurnished,Paschim Vihar,1,Ready_to_move,Resale,14722,"87.70
%%"
Apartment,1,1,Semi-Furnished,"DDA Lig Flats, Paschim Vihar",1,Ready_to_move,Resale,14722,"45.00
%%"
Apartment,2,3,Semi-Furnished,Paschim Vihar,1,Ready_to_move,Resale,14722,"85.00
%%"
Apartment,2,2,Unfurnished,"Archana Apartment, Paschim Vihar",1,Ready_to_move,Resale,14722,"86.00
%%"
Builder_Floor,4,3,Semi-Furnished,"Guru Harikishan Nagar, Paschim Vihar",1,Ready_to_move,Resale,14722,"425.00
%%"
Apartment,3,2,Semi-Furnished,Paschim Vihar,2,Ready_to_move,Resale,14722,"131.00
%%"
Apartment,2,2,Unfurnished,"Paschimpuri, Paschim Vihar",2,Ready_to_move,Resale,14722,"70.00
%%"
Builder_Floor,3,3,Furnished,"Mianwali Nagar, Paschim Vihar",2,Ready_to_move,New_Property,14722,"300.00
%%"
Apartment,2,2,Semi-Furnished,"Navbharat Apartment, Paschim Vihar Block B1",2,Ready_to_move,Resale,14722,"130.00
%%"
Builder_Floor,4,3,Unfurnished,Paschim Vihar Block A2,2,Ready_to_move,Resale,14722,"231.00
%%"
Apartment,3,2,Semi-Furnished,Paschim Vihar,1,Ready_to_move,Resale,14722,"160.00
%%"
Builder_Floor,2,2,Unfurnished,Paschim Vihar,1,Ready_to_move,Resale,13889,"125.00
%%"
Builder_Floor,3,3,Furnished,"LIC Colony, Paschim Vihar",1,Ready_to_move,New_Property,13889,"245.00
%%"
Apartment,1,1,Unfurnished,"Paschimpuri, Paschim Vihar",1,Ready_to_move,Resale,13889,"32.00
%%"
Apartment,3,2,Unfurnished,"DDA Lig Flats, Paschim Vihar",1,Ready_to_move,Resale,7875,"63.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Pushkar Enclave, Paschim Vihar",1,Ready_to_move,Resale,11111,"150.00
%%"
Apartment,3,3,Unfurnished,Paschim Vihar ,1,Ready_to_move,Resale,11111,"57.00
%%"
Apartment,3,2,Furnished,"Shubh Niketan, Paschim Vihar",1,Ready_to_move,Resale,11111,"210.00
%%"
Apartment,2,3,Unfurnished,Paschim Vihar,1,Ready_to_move,Resale,11111,"75.00
%%"
Apartment,2,1,Semi-Furnished,"Ashoka Apartment, Paschim Vihar Block A2",1,Ready_to_move,Resale,10943,"65.00
%%"
Builder_Floor,3,3,Semi-Furnished,Paschim Vihar Block B4,1,Ready_to_move,New_Property,10943,"275.00
%%"
Builder_Floor,3,2,Unfurnished,"Guru Harikishan Nagar, Paschim Vihar",1,Ready_to_move,Resale,10943,"120.00
%%"
Apartment,3,2,Semi-Furnished,"Sunder Apartments, Sunder Vihar, Paschim Vihar",2,Ready_to_move,Resale,10943,"180.00
%%"
Apartment,3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka",1,Ready_to_move,Resale,,"156.00
%%"
Apartment,3,3,Semi-Furnished,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"155.00
%%"
Apartment,3,3,Semi-Furnished,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"152.00
%%"
Apartment,3,3,Furnished,"Gold Croft Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"250.00
%%"
Apartment,3,2,Furnished,"Chanakya Apartments, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"150.00
%%"
Apartment,3,2,Semi-Furnished,Bank Apartments,1,Ready_to_move,Resale,,"158.00
%%"
Apartment,4,3,Furnished,"Mohinder Apartments, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"315.00
%%"
Apartment,3,3,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"140.00
%%"
Apartment,3,2,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"132.00
%%"
Apartment,3,2,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"158.00
%%"
Apartment,3,3,Unfurnished,"Saheta Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"162.00
%%"
Apartment,3,2,Semi-Furnished,"Pushpanjali Apartments, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"155.00
%%"
Apartment,3,2,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"145.00
%%"
Apartment,3,2,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"149.00
%%"
Apartment,3,3,Furnished,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"172.00
%%"
Apartment,3,3,Furnished,"Hum Sub Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"180.00
%%"
Apartment,3,2,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"155.00
%%"
Apartment,3,2,Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"158.00
%%"
Apartment,2,2,Furnished,"Defence Officers Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"126.00
%%"
Apartment,3,2,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"150.00
%%"
Apartment,4,2,Furnished,"Sanchar Vihar Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"195.00
%%"
Apartment,3,3,Semi-Furnished,"Sarve Satyam Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"166.00
%%"
Apartment,3,3,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"172.00
%%"
Apartment,2,2,Semi-Furnished,"Palm Green Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"130.00
%%"
Apartment,4,3,Semi-Furnished,"Neelachal, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,,"165.00
%%"
Apartment,2,2,Semi-Furnished,"Kailash Apartments, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,10700,"107.00
%%"
Apartment,3,2,Furnished,"New Jyoti Apartments, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,10700,"162.00
%%"
Apartment,3,2,Furnished,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,10700,"165.00
%%"
Apartment,3,2,Furnished,"PNB Employees Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,10700,"149.00
%%"
Apartment,4,3,Furnished,"Sadbhawna CGHS, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,10700,"275.00
%%"
Apartment,5,6,Semi-Furnished,Commonwealth Games Village 2010,,Ready_to_move,Resale,20492,"625.00
%%"
Apartment,5,5,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3,Ready_to_move,Resale,20558,"700.00
%%"
Apartment,3,3,Semi-Furnished,Commonwealth Games Village 2010,3,Ready_to_move,Resale,20558,"355.00
%%"
Apartment,3,3,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3,Ready_to_move,Resale,20558,"421.00
%%"
Apartment,4,5,Semi-Furnished,"Project Commonwealth Games Village 2010, Akshardham Temple",3,Ready_to_move,Resale,17000,"425.00
%%"
Apartment,3,4,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,Ready_to_move,Resale,21052,"440.00
%%"
Apartment,4,5,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",3,Ready_to_move,Resale,21052,"432.00
%%"
Apartment,4,4,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2,Ready_to_move,Resale,21000,"525.00
%%"
Apartment,3,4,Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,Ready_to_move,Resale,16333,"343.00
%%"
Apartment,3,3,Semi-Furnished,"Project Commonwealth Games Village 2010, Akshardham Temple",2,Ready_to_move,Resale,18793,"380.00
%%"
Apartment,4,5,Furnished,Commonwealth Games Village 2010,2,Ready_to_move,Resale,19811,"525.00
%%"
Apartment,3,3,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,Ready_to_move,Resale,20270,"375.00
%%"
Apartment,3,3,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,Ready_to_move,Resale,17619,"370.00
%%"
Apartment,3,4,Semi-Furnished,Commonwealth Games Village 2010,2,Ready_to_move,Resale,17619,"400.00
%%"
Apartment,3,3,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,Ready_to_move,Resale,17197,"362.00
%%"
Apartment,2,3,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",1,Ready_to_move,Resale,17197,"290.00
%%"
Apartment,4,5,Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",3,Ready_to_move,New_Property,16654,"425.00
%%"
Apartment,5,6,Semi-Furnished,Commonwealth Games Village 2010,3,Ready_to_move,Resale,19280,"600.00
%%"
Apartment,3,3,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2,Ready_to_move,Resale,17176,"365.00
%%"
Apartment,3,4,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,Ready_to_move,Resale,20581,"425.00
%%"
Apartment,5,4,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3,Ready_to_move,Resale,20999,"715.00
%%"
Apartment,5,5,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3,Ready_to_move,New_Property,21311,"650.00
%%"
Apartment,5,6,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3,Ready_to_move,Resale,21311,"580.00
%%"
Apartment,2,2,Semi-Furnished,Commonwealth Games Village 2010,2,Ready_to_move,Resale,18900,"275.00
%%"
Apartment,5,5,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",3,Ready_to_move,New_Property,20588,"700.00
%%"
Apartment,5,5,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3,Ready_to_move,Resale,20967,"650.00
%%"
Apartment,2,3,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3,Ready_to_move,Resale,20967,"286.00
%%"
Apartment,3,3,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,Ready_to_move,Resale,18344,"390.00
%%"
Apartment,3,3,Semi-Furnished,Commonwealth Games Village 2010,2,Ready_to_move,Resale,17906,"325.00
%%"
Apartment,3,3,Unfurnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2,Ready_to_move,Resale,17906,"340.00
%%"
Apartment,2,2,Unfurnished,Alaknanda,,Ready_to_move,Resale,,"165.00
%%"
Apartment,2,2,Semi-Furnished,"Shivalik Apartments, Alaknanda",2,Ready_to_move,Resale,,"138.00
%%"
